name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,board,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom,Voucher,Artist
"Cat Collector",3,"Creature - Human Citizen",W,"fdn","4",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;👑 LOL","",133576,false,false,"Chris Seaman"
"Earth Kingdom Jailer",3,"Creature - Human Soldier Ally",W,"tla","16",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🔥 Banger","",144508,false,false,"Danciao"
"Earth Kingdom Jailer",3,"Creature - Human Soldier Ally",W,"tla","16",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🔥 Banger","",144508,false,false,"Danciao"
"Suki, Courageous Rescuer",3,"Legendary Creature - Human Warrior Ally",W,"tla","37",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144552,false,false,"Tky"
"Aang, the Last Airbender",4,"Legendary Creature - Human Avatar Ally",W,"tla","4",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;👑 LOL","",144484,false,false,"Yueko"
"Appa, Steadfast Guardian",4,"Legendary Creature - Bison Ally",W,"tla","316",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria","",145134,false,false,"Ilse Gort"
"Hakoda, Selfless Commander",4,"Legendary Creature - Human Warrior Ally",W,"tla","23",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144522,false,false,"Rafater"
"Jet, Rebel Leader",4,"Legendary Creature - Human Rebel Ally",W,"tle","78",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",145554,false,false,"Keiuu"
"Kyodai, Soul of Kamigawa",4,"Legendary Creature - Dragon Spirit",W,"neo","23",rare,null,Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",96956,false,false,"Daniel Zrom"
"Archangel Avacyn",5,"Legendary Creature - Angel",W,"soi","5",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;📼 LSV Retro;🔥 Banger","",59766,false,false,"James Ryman"
"Cataclysmic Gearhulk",5,"Artifact Creature - Construct",W,"kld","9",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",61885,false,false,"Victor Adame Minguez"
"Master Piandao",5,"Legendary Creature - Human Warrior Ally",W,"tla","28",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144534,false,false,"Brian Yuen"
"Appa, Loyal Sky Bison",6,"Legendary Creature - Bison Ally",W,"tla","9",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144494,false,false,"Tomoyo Asatani"
"Enter the Avatar State",1,"Instant - Lesson",W,"tla","18",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144512,false,false,"Shiren"
"Enter the Avatar State",1,"Instant - Lesson",W,"tla","18",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144512,false,false,"Shiren"
"Yip Yip!",1,"Instant - Lesson",W,"tla","43",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144564,false,false,"Cinkai"
"That's Rough Buddy",2,"Instant - Lesson",W,"tle","87",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",145572,false,false,"Kazeto"
"Airbending Lesson",3,"Instant - Lesson",W,"tla","8",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144492,false,false,"Pisukev"
"Airbending Lesson",3,"Instant - Lesson",W,"tla","8",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144492,false,false,"Pisukev"
"Airbending Lesson",3,"Instant - Lesson",W,"tla","8",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144492,false,false,"Pisukev"
"Fancy Footwork",3,"Instant - Lesson",W,"tla","19",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144514,false,false,"Mizutametori"
"Avatar's Wrath",4,"Sorcery",W,"tla","12",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144500,false,false,"Ainezu"
"Avatar's Wrath",4,"Sorcery",W,"tla","12",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144500,false,false,"Ainezu"
"Gather the White Lotus",5,"Sorcery",W,"tla","20",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144516,false,false,"Kozato"
"Gather the White Lotus",5,"Sorcery",W,"tla","20",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144516,false,false,"Kozato"
"Glider Staff",3,"Artifact - Equipment",W,"tla","22",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"⚛️ GUT;✨ Fantasia","",144520,false,false,"Eduardo Francisco"
"Airbender Ascension",2,"Enchantment",W,"tla","6",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144488,false,false,"Shiren"
"Airbender Ascension",2,"Enchantment",W,"tla","6",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144488,false,false,"Shiren"
"Path to Redemption",2,"Enchantment - Aura",W,"tla","31",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144540,false,false,"Hokyoung Kim"
"Path to Redemption",2,"Enchantment - Aura",W,"tla","31",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144540,false,false,"Hokyoung Kim"
"Aang's Iceberg",3,"Enchantment",W,"tla","336",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",145412,false,false,"Brigitte Roka & Clifton Stommel"
"Sparring Regimen",3,"Enchantment",W,"stx","29",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🔥 Banger","",88535,false,false,"Tomasz Jedruszek"
"Team Avatar",3,"Enchantment",W,"tla","38",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144554,false,false,"Bun Toujo"
"Conclave Tribunal",4,"Enchantment",W,"grn","6",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"⚛️ GUT;✨ Fantasia","",69385,false,false,"Seb McKinnon"
"The Legend of Yangchen",5,"Enchantment - Saga",W,"tla","354",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🔥 Banger","",145114,false,false,"Sija Hong"
"Abandoned Air Temple",0,"Land",,"tla","263",rare,White,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria","",145018,false,false,"Dom Lay"
"Gran-Gran",1,"Legendary Creature - Human Peasant Ally",U,"tla","54",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144586,false,false,"Arou"
"Spyglass Siren",1,"Creature - Siren Pirate",U,"lci","405",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria;🔥 Banger","",117544,false,false,"David Astruga"
"Tiger-Seal",1,"Creature - Cat Seal",U,"tla","318",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",145138,false,false,"Andrea Piparo"
"Tiger-Seal",1,"Creature - Cat Seal",U,"tla","318",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",145138,false,false,"Andrea Piparo"
"Tiger-Seal",1,"Creature - Cat Seal",U,"tla","318",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",145138,false,false,"Andrea Piparo"
"Dour Port-Mage",2,"Creature - Frog Wizard",U,"blb","47",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",129339,false,false,"Ryan Pancoast"
"Fae of Wishes",2,"Creature - Faerie Wizard",U,"eld","282",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;👑 LOL","",-1,false,false,"Wylie Beckert"
"Forecasting Fortune Teller",2,"Creature - Human Advisor Ally",U,"tla","51",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144580,false,false,"Hisashi Momose"
"Forecasting Fortune Teller",2,"Creature - Human Advisor Ally",U,"tla","51",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144580,false,false,"Hisashi Momose"
"Forecasting Fortune Teller",2,"Creature - Human Advisor Ally",U,"tla","51",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144580,false,false,"Hisashi Momose"
"Horned Loch-Whale",2,"Creature - Whale",U,"woe","278",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;👑 LOL;🔥 Banger","",115996,false,false,"Nils Hamm"
"Knowledge Seeker",2,"Creature - Fox Spirit",U,"tla","60",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144598,false,false,"Shiren"
"Knowledge Seeker",2,"Creature - Fox Spirit",U,"tla","60",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144598,false,false,"Shiren"
"Knowledge Seeker",2,"Creature - Fox Spirit",U,"tla","60",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144598,false,false,"Shiren"
"Master Pakku",2,"Legendary Creature - Human Advisor Ally",U,"tla","63",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144606,false,false,"Olena Richards"
"Otter-Penguin",2,"Creature - Otter Bird",U,"tla","67",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;👑 LOL","",144614,false,false,"Eilene Cherie"
"Brazen Borrower",3,"Creature - Faerie Rogue",U,"eld","281",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria","",-1,false,false,"Iris Compiet"
"Katara, Bending Prodigy",3,"Legendary Creature - Human Warrior Ally",U,"tla","59",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144596,false,false,"Mephisto"
"The Mechanist, Aerial Artisan",3,"Legendary Creature - Human Artificer Ally",U,"tla","64",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144608,false,false,"Le Vuong"
"Ty Lee, Chi Blocker",3,"Legendary Creature - Human Performer Ally",U,"tla","76",rare,null,Not Owned,Non-foil,mainboard,false,,,"⚛️ GUT;✨ Fantasia","",144632,false,false,"Gemi"
"High Fae Trickster",4,"Creature - Faerie Wizard",U,"fdn","40",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",133648,false,false,"Justyna Dura"
"Urza, Lord High Artificer",4,"Legendary Creature - Human Artificer",U,"mh1","75",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria","",72522,false,false,"Grzegorz Rutkowski"
"Wan Shi Tong, Librarian",4,"Legendary Creature - Bird Spirit",U,"tla","320",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria;🔥 Banger","",145142,false,false,"Andrea Piparo"
"The Unagi of Kyoshi Island",5,"Legendary Creature - Serpent",U,"tla","319",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",145140,false,false,"Antonio José Manzanedo"
"Wan Shi Tong, All-Knowing",5,"Legendary Creature - Bird Spirit",U,"tle","98",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria","",145594,false,false,"Axel Sauerwald"
"Torrential Gearhulk",6,"Artifact Creature - Construct",U,"kld","67",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;📼 LSV Retro","",61917,false,false,"Svetlin Velinov"
"Octopus Form",1,"Instant - Lesson",U,"tla","66",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144612,false,false,"Norikatsu Miyoshi"
"Octopus Form",1,"Instant - Lesson",U,"tla","66",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144612,false,false,"Norikatsu Miyoshi"
"Octopus Form",1,"Instant - Lesson",U,"tla","66",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144612,false,false,"Norikatsu Miyoshi"
"Accumulate Wisdom",2,"Instant - Lesson",U,"tla","44",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144566,false,false,"Gemi"
"Accumulate Wisdom",2,"Instant - Lesson",U,"tla","44",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144566,false,false,"Gemi"
"Accumulate Wisdom",2,"Instant - Lesson",U,"tla","44",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144566,false,false,"Gemi"
"It'll Quench Ya!",2,"Instant - Lesson",U,"tla","58",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144594,false,false,"Nathaniel Himawan"
"It'll Quench Ya!",2,"Instant - Lesson",U,"tla","58",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144594,false,false,"Nathaniel Himawan"
"It'll Quench Ya!",2,"Instant - Lesson",U,"tla","58",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144594,false,false,"Nathaniel Himawan"
"Divide by Zero",3,"Instant",U,"stx","41",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",88559,false,false,"Liiga Smilshkalne"
"Cryptic Command",4,"Instant",U,"lrw","56",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria;🔥 Banger","",28499,false,false,"Wayne England"
"Lost Days",5,"Instant - Lesson",U,"tla","62",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144604,false,false,"Matteo Bassini"
"Lost Days",5,"Instant - Lesson",U,"tla","62",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144604,false,false,"Matteo Bassini"
"Sokka's Haiku",5,"Instant - Lesson",U,"tla","71",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144622,false,false,"Bun Toujo"
"Whirlwind Technique",6,"Instant - Lesson",U,"tle","100",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",145598,false,false,"Robin Olausson"
"Boomerang Basics",1,"Sorcery - Lesson",U,"tla","46",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria","",144570,false,false,"Tubaki Halsame"
"Boomerang Basics",1,"Sorcery - Lesson",U,"tla","46",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria","",144570,false,false,"Tubaki Halsame"
"Boomerang Basics",1,"Sorcery - Lesson",U,"tla","46",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria","",144570,false,false,"Tubaki Halsame"
"Water Whip",2,"Sorcery - Lesson",U,"tle","227",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",145486,false,false,"Rose Benjamin"
"Spirit Water Revival",3,"Sorcery",U,"tla","73",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144626,false,false,"Enishi"
"Waterbending Lesson",4,"Sorcery - Lesson",U,"tla","80",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144640,false,false,"Sylvain Sarrailh"
"Cryogen Relic",2,"Artifact",U,"eoe","52",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;👑 LOL;🔥 Banger","",142717,false,false,"Eelis Kyttanen"
"Waterbending Scroll",2,"Artifact",U,"tla","81",uncommon,null,Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144642,false,false,"Dee Nguyen"
"Invasion Submersible",3,"Artifact - Vehicle",U,"tla","57",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;👑 LOL;🔥 Banger","",144592,false,false,"Sylvain Sarrailh"
"Invasion Submersible",3,"Artifact - Vehicle",U,"tla","57",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;👑 LOL;🔥 Banger","",144592,false,false,"Sylvain Sarrailh"
"Stormchaser's Talent",1,"Enchantment - Class",U,"blb","75",rare,null,Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria","",129395,false,false,"Christina Kraus"
"Watery Grasp",1,"Enchantment - Aura",U,"tla","82",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144644,false,false,"Rose Benjamin"
"The Legend of Kuruk",4,"Enchantment - Saga",U,"tla","355",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria;🔥 Banger","",145118,false,false,"Barbara Rosiak"
"The Mirari Conjecture",5,"Enchantment - Saga",U,"dom","57",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",67579,false,false,"James Arnold"
"Callous Inspector",1,"Creature - Human Soldier",B,"tla","89",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144658,false,false,"Enishi"
"Ecstatic Awakener",1,"Creature - Human Wizard",B,"mid","100",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;👑 LOL;🔥 Banger","",93154,false,false,"Tuan Duong Chu"
"Eyetwitch",1,"Creature - Eye Bat",B,"stx","70",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",88617,false,false,"Karl Kopinski"
"Shambling Ghast",1,"Creature - Zombie",B,"afr","119",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",91740,false,false,"Dave Kendall"
"Bitterbloom Bearer",2,"Creature - Faerie Rogue",B,"ecl","310",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",147133,false,false,"Taryn Knight"
"Bloodghast",2,"Creature - Vampire Spirit",B,"sld","6",rare,null,Not Owned,Non-foil,mainboard,false,,,"⚛️ GUT;✨ Fantasia;🌍 Gaelaria","",79082,false,false,"Dan Mumford"
"Corrupt Court Official",2,"Creature - Human Advisor",B,"tla","92",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144664,false,false,"Norikatsu Miyoshi"
"Corrupt Court Official",2,"Creature - Human Advisor",B,"tla","92",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144664,false,false,"Norikatsu Miyoshi"
"Corrupt Court Official",2,"Creature - Human Advisor",B,"tla","92",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144664,false,false,"Norikatsu Miyoshi"
"Joo Dee, One of Many",2,"Creature - Human Advisor",B,"tla","105",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144690,false,false,"Olena Richards"
"Joo Dee, One of Many",2,"Creature - Human Advisor",B,"tla","105",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144690,false,false,"Olena Richards"
"June, Bounty Hunter",2,"Legendary Creature - Human Mercenary",B,"tla","106",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144692,false,false,"Shiren"
"Mai, Scornful Striker",2,"Legendary Creature - Human Noble Ally",B,"tla","109",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144698,false,false,"Hori Airi"
"Marionette Apprentice",2,"Creature - Human Artificer",B,"mh3","100",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria;👑 LOL;🔥 Banger","",126217,false,false,"Steve Ellis"
"Order of Midnight",2,"Creature - Human Knight",B,"eld","288",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",-1,false,false,"Seb McKinnon"
"Perigee Beckoner",2,"Creature - Horror",B,"eoe","112",common,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;👑 LOL","",142837,false,false,"Dmitry Burmak"
"Priest of Forgotten Gods",2,"Creature - Human Cleric",B,"rna","83",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",71166,false,false,"Zack Stella"
"The Raven Man",2,"Legendary Creature - Human Wizard",B,"dmu","330",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",-1,false,false,"David Curtis"
"Tinybones, Bauble Burglar",2,"Legendary Creature - Skeleton Rogue",B,"fdn","72",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",133712,false,false,"Leonardo Santanna"
"Boiling Rock Rioter",3,"Creature - Human Rogue Ally",B,"tla","87",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144654,false,false,"Airi Yoshihisa"
"Gumdrop Poisoner",3,"Creature - Human Warlock",B,"woe","280",rare,null,Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",116004,false,false,"Allen Williams"
"Hypnotic Specter",3,"Creature - Specter",B,"leb","113",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"⚛️ GUT;✨ Fantasia;🅰️ Alpha Reimagined","",-1,false,false,"Douglas Shuler"
"Murderous Rider",3,"Creature - Zombie Knight",B,"eld","287",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",-1,false,false,"Ravenna Tran"
"Raven Eagle",3,"Creature - Bird Assassin",B,"tla","324",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria","",145150,false,false,"Vincent Coviello"
"Raven Eagle",3,"Creature - Bird Assassin",B,"tla","324",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria","",145150,false,false,"Vincent Coviello"
"Raven Eagle",3,"Creature - Bird Assassin",B,"tla","324",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria","",145150,false,false,"Vincent Coviello"
"Sephiroth, Fabled SOLDIER",3,"Legendary Creature - Human Avatar Soldier",B,"fin","115",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria","",141159,false,false,"Wisnu Tan"
"Thought-Stalker Warlock",3,"Creature - Lizard Warlock",B,"blb","118",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;👑 LOL;🔥 Banger","",129481,false,false,"Daniel Ljunggren"
"Yawgmoth, Thran Physician",4,"Legendary Creature - Human Cleric",B,"mh1","116",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria","",72604,false,false,"Mark Winters"
"High-Society Hunter",5,"Creature - Vampire Noble",B,"fdn","61",rare,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",133690,false,false,"Daneen Wilkerson"
"Junji, the Midnight Sky",5,"Legendary Creature - Dragon Spirit",B,"slc","10",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",-1,false,false,"Diego Andrade"
"Maha, Its Feathers Night",5,"Legendary Creature - Elemental Bird",B,"blb","100",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",129445,false,false,"Alessandra Pisano"
"Koh, the Face Stealer",6,"Legendary Creature - Shapeshifter Spirit",B,"tla","322",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🔥 Banger","",145146,false,false,"Antonio José Manzanedo"
"Noxious Gearhulk",6,"Artifact Creature - Construct",B,"kld","96",mythic,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia;🌍 Gaelaria;📼 LSV Retro;🔥 Banger","",61959,false,false,"Lius Lasahido"
"Cat-Gator",7,"Creature - Fish Crocodile",B,"tla","91",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"✨ Fantasia","",144662,false,false,"Joseph Weston"
